reading,pitch,roll,yaw (compass),cardinal direction,accel x,accel y,accel z,gyro x,gyro y,gyro z,mag x, mag y, mag z
1,0.9125977,0.252097,336.8653,NW,0.2298434,1.616086,-10.28549,0.03530629,0.04369987,-0.05955439,-1.919215,4.491991,-4.696756
2,0.1528244,0.4094625,337.4959,N,0.2035071,1.580173,-10.40999,0.02464779,0.06648242,-0.06395102,-2.526911,6.099267,-6.145586
3,-0.5259705,0.6363794,337.8049,N,0.1604115,1.532289,-10.32619,0.005862177,0.0676815,-0.07301075,-3.013067,7.385087,-7.30465
4,-2.083679,0.4522505,335.6793,NW,0.1939303,1.434127,-10.33816,-0.0285115,0.02105054,-0.03983616,-3.771719,8.345407,-7.734365
5,-1.762009,0.906876,334.3381,NW,0.1101333,1.448492,-10.24479,-0.0327749,0.02464779,-0.02158347,-4.37864,9.113665,-8.078137
6,-2.659752,0.1303315,334.0717,NW,0.248997,1.386243,-10.19451,-0.02518072,0.040902,-0.05475807,-4.729731,9.72827,-7.955124
7,-2.08474,1.141316,333.8824,NW,0.06703765,1.419762,-10.13226,-0.03477337,0.02344871,-0.03344105,-5.010603,10.21995,-7.856713
8,-2.854958,1.516727,333.3512,NW,0.0,1.371878,-10.17296,-0.03424044,0.01612099,-0.04356663,-5.268913,10.49941,-8.474537
9,-0.5821228,1.099375,332.9494,NW,0.07661445,1.534683,-10.4052,-0.07953908,-0.02957735,0.004796327,-5.475561,10.72297,-8.968796
10,5.96389,1.075014,332.649,NW,0.08619126,1.963245,-11.00615,-0.1961165,-0.002398163,0.02198316,-5.674491,10.97016,-8.468636
11,2.785202,0.03882885,332.4194,NW,0.2992752,1.819593,-11.45625,-0.4411288,0.146288,0.02211639,-5.833635,11.16791,-8.068507
12,4.921799,0.9815302,331.9764,NW,0.1101333,1.958457,-11.62624,-0.7706098,0.1990476,-0.03783769,-6.028172,11.3261,-7.94742
13,24.37264,-1.812685,328.1194,NW,0.6919243,2.983175,-11.51372,-2.024849,0.09739207,-0.01572129,-7.024089,11.29321,-8.149073
14,44.9632,-1.345836,325.2339,NW,0.5530606,4.07972,-10.2807,-2.50315,0.1087167,-0.1215069,-7.820823,11.2669,-8.310395
15,58.94102,-1.099008,316.5197,NW,0.4644751,5.224148,-8.722076,-2.78107,-0.1203079,-0.1500184,-10.64296,11.22307,-7.344869
16,67.73506,2.632784,310.9332,NW,-0.1915361,6.746861,-7.151481,-2.975321,-0.2362191,-0.0459648,-12.90066,11.188,-6.572448
17,71.77878,1.409663,303.1648,NW,0.01675941,7.539341,-4.857835,-2.803986,-0.305899,0.1821272,-16.58907,10.84105,-2.173225
18,74.59032,-0.3134773,298.3963,NW,0.2920926,8.717288,-2.750938,-2.51101,-0.09126345,0.1842589,-19.53979,10.56348,1.346153
19,75.79569,0.9050268,291.8554,W,0.09576806,8.889671,-1.197101,-2.117445,0.1429572,0.4051564,-23.68178,9.498615,9.236544
20,76.56725,-1.87298,284.9937,W,0.5243302,8.851364,-0.1316811,-1.972889,0.4135499,0.6179267,-27.0962,7.25721,21.61882
21,77.55148,-6.123328,280.3808,W,1.151611,8.511387,1.122881,-1.939714,0.263798,0.712521,-29.82775,5.464086,31.52464
22,78.65651,-10.29373,274.9913,W,1.819593,8.355764,2.430115,-1.777306,-0.02438133,0.6299176,-32.31548,2.822307,43.92714
23,79.79179,-10.4635,271.1838,W,1.958457,8.389283,3.847482,-1.380143,-0.01878561,0.4692406,-34.30567,0.7088839,53.84914
24,81.00971,-17.54997,266.4077,W,3.160346,7.850587,4.687847,-0.6016726,0.01585452,0.1981149,-35.59531,-2.234691,64.07541
25,81.78792,-17.10508,262.1273,W,3.078943,7.560889,5.130774,-0.5333248,-0.01838592,0.0791394,-36.15647,-4.999571,74.64461
26,83.77586,-13.98702,258.8551,W,2.60968,7.058106,6.220136,-0.3035009,0.2017122,-0.1067183,-36.6054,-7.211475,83.09997
27,84.72575,-12.65545,255.8495,W,2.384625,6.799533,6.55293,0.1545483,0.0612864,-0.008260341,-36.79648,-9.277123,90.3618
28,82.89825,-13.11499,253.7914,W,2.466028,7.359776,5.920861,0.4612468,-0.06421748,-0.01598775,-37.28546,-10.83853,96.17126
29,82.20412,-13.72766,252.2124,W,2.60968,7.678205,5.722142,0.8718656,-0.1810613,-0.3783769,-37.67665,-12.08765,100.8188
30,80.96189,-12.37485,251.4368,W,2.387019,8.212111,5.070919,1.391201,-0.1389602,-0.4240752,-38.35932,-12.88194,102.2482
31,79.29878,-11.32948,250.8406,W,1.975216,8.11395,3.031059,1.977152,-0.1340307,-0.6734842,-38.90546,-13.51737,103.3917
32,77.66347,-7.198791,251.7406,W,1.347936,8.693346,1.319205,2.267197,-0.1075177,-0.8023189,-39.61126,-13.069,99.53015
33,76.12434,-4.648941,254.7092,W,0.914585,8.439561,-0.6703765,2.497421,-0.05382545,-0.7939253,-40.07507,-10.95634,90.96799
34,73.22166,3.210128,258.8996,W,-0.2633622,8.02297,-3.871424,2.645307,0.06834765,-0.6708196,-39.10166,-7.671684,78.1478
35,65.12817,3.058799,264.0141,W,-0.2561796,6.01184,-7.376535,2.810114,0.1793293,-0.4587153,-36.37346,-3.813904,62.91627
36,59.57275,4.827172,268.7808,W,-0.5650316,5.188235,-8.276755,2.674352,0.1937183,-0.4104856,-34.19091,-0.7276793,50.73104
37,52.29463,4.214296,273.0721,W,-0.4596867,4.386178,-8.714894,2.451855,-0.05715622,-0.2374182,-32.44486,1.7413,40.98287
38,31.69646,6.440583,277.9849,W,-0.8619126,3.086126,-9.516952,2.217502,-0.1231057,-0.2602007,-28.93051,4.058167,31.29368
39,-6.409019,4.485513,282.7532,W,-0.5793968,1.161188,-11.11149,2.086668,-0.169337,-0.2809848,-26.11902,5.91166,23.54233
40,-12.16434,8.801267,289.0654,W,-1.364695,0.4572925,-10.66617,1.997803,-0.08007201,-0.2220966,-22.05481,7.622243,16.74421
41,-14.48835,5.653937,295.5544,NW,-0.8044518,-0.4692635,-11.11149,1.726944,0.03090966,-0.1454886,-18.80345,8.990709,11.3057
42,-17.80335,4.544312,304.4162,NW,-0.6368576,-0.9672575,-12.00213,1.300337,0.1950506,-0.1538821,-14.45456,9.903252,7.352935
43,-27.62772,5.281152,314.0928,NW,-0.806846,-1.757344,-12.13621,0.7345041,0.2608669,-0.05102758,-10.97545,10.63329,4.19072
44,-34.68429,4.47314,326.6503,NW,-0.6129156,-2.135628,-11.67413,0.4070216,0.1634748,-0.1156448,-7.217424,10.96675,2.755529
45,-39.16983,4.547796,339.4509,N,-0.6248866,-2.365471,-11.5616,0.1521501,0.01092497,0.03330782,-4.211007,11.23351,1.607377
46,-30.39397,3.750328,351.4441,N,-0.4596867,-1.889025,-11.63343,-0.4544519,-0.08020524,0.001199082,-1.705039,11.33303,0.1913177
47,-29.41973,4.637938,0.4884186,N,-0.6560113,-1.850718,-11.88721,-0.90091,0.01851915,0.05982085,0.09806622,11.50376,-0.145469
48,-22.57327,4.968178,7.53904,N,-0.7086837,-1.376666,-11.66934,-1.356961,0.008793266,0.05928793,1.54055,11.64035,-0.4148983
49,-14.92101,4.72911,9.201912,N,-0.6584055,-0.5674258,-11.71722,-1.85458,0.1625422,0.2200981,1.955087,12.06852,-1.426503
50,-11.93078,3.332917,2.945427,N,-0.3663129,0.5315128,-11.54005,-2.305701,0.1701364,0.2194319,0.6397533,12.43384,-3.927417
51,13.59655,3.780567,358.1434,N,-0.4357447,2.339135,-10.77151,-2.666358,0.2484764,0.03157582,-0.4125133,12.72609,-5.928149
52,44.04123,6.349691,344.5586,N,-0.8738836,3.86903,-9.583989,-2.739768,0.09446098,0.192386,-3.573518,12.93712,-6.633164
53,58.59946,3.484624,335.0326,NW,-0.3375824,5.078102,-8.41083,-2.592415,0.08966466,0.2869802,-6.102321,13.10593,-7.197177
54,68.34048,2.171186,321.2012,NW,-0.1101333,6.823475,-6.811504,-2.498486,0.2294243,0.2558041,-10.04122,12.48929,-5.757741
55,71.43341,1.000884,312.2807,NW,0.08379706,7.630321,-5.329493,-2.497554,0.300703,0.3970293,-13.19233,11.99597,-4.606193
56,73.28142,-1.963821,301.4919,NW,0.5434838,8.066066,-3.845088,-2.556842,0.3866372,0.4731043,-17.56186,10.7585,0.1958404
57,75.88172,-10.56332,291.2788,W,1.78368,8.281544,-0.9361328,-2.897781,0.3461349,0.432602,-22.09943,8.6068,10.30645
58,78.63286,-9.003382,280.4565,W,1.431733,7.467515,1.917756,-2.881793,0.4048899,0.4415285,-26.20005,4.835344,24.36539
59,81.41507,-12.56337,273.5292,W,2.061408,7.082048,4.1707,-2.584287,0.3264167,0.2450124,-29.48055,1.818179,35.61254
60,87.70407,-14.07913,266.5919,W,2.446874,5.801151,6.572083,-2.119177,0.261533,0.1851915,-31.80244,-1.893948,51.07826
61,93.77471,-9.792492,261.778,W,2.001553,5.257667,8.516175,-1.316192,0.3673187,-0.017853,-33.65996,-4.863649,63.45083
62,96.50105,-8.009974,256.9851,W,1.73819,5.011064,9.064447,-0.3394734,0.1293676,0.06888058,-34.47374,-7.968334,77.13017
63,92.59516,-8.152826,252.5733,W,1.704672,5.425261,8.406042,0.2498087,-0.09765854,-0.02877796,-34.82226,-10.93044,89.16823
64,89.05025,-10.92998,249.2478,W,2.116474,5.872977,7.580042,0.5919466,-0.1485529,-0.08007201,-35.10108,-13.30012,98.79868
65,87.2072,-9.400612,247.0905,W,1.900996,6.359,7.529764,1.156048,-0.05662331,-0.1810613,-35.5258,-15.01364,104.5129
66,83.6682,-9.389421,245.4477,SW,1.836353,7.156269,6.294356,1.665391,-0.1129801,-0.1835927,-35.86558,-16.38445,109.0842
67,80.78301,-11.16488,245.9794,SW,2.054225,7.927202,4.527435,1.868569,-0.1606769,-0.2242283,-37.07853,-16.52439,109.9551
68,77.47791,-8.290474,247.6062,W,1.410185,8.104373,0.9337386,2.261468,-0.09552684,-0.3809083,-38.385,-15.8163,105.8755
69,76.28229,-5.063204,250.5985,W,0.9217676,7.979874,-0.4237737,2.574428,-0.09099697,-0.3777107,-39.16128,-13.79198,96.8403
70,74.08009,-5.481167,252.987,W,0.9672575,7.467515,-2.516306,2.955337,-0.1073844,-0.3627888,-39.78231,-12.17253,89.61216
71,71.45569,-2.618652,256.5549,W,0.6081272,7.070077,-4.556166,3.234856,-0.1216402,-0.3248179,-39.3044,-9.396338,77.36166
72,66.85182,-1.546515,259.5546,W,0.4788404,6.136339,-6.512228,3.240718,-0.2118377,0.03917,-38.92207,-7.175387,67.56126
73,62.53573,-4.275471,263.3785,W,1.058237,5.856217,-8.633492,2.95094,-0.403824,-0.2835162,-36.49868,-4.236905,54.84507
74,52.96154,-0.6798382,266.8761,W,0.4046201,4.644751,-9.471462,2.591615,-0.5434505,-0.5258639,-34.55997,-1.886119,44.67212
75,44.03172,5.174512,271.6848,W,-0.6823475,3.936068,-9.921572,2.340075,-0.5048134,-0.3610568,-30.79065,0.9056629,33.34952
76,17.79361,4.054579,276.4481,W,-0.4788404,2.5187,-10.50576,2.256272,-0.3304136,-0.1795958,-27.77519,3.139089,24.29143
77,-4.529343,2.477495,282.6967,W,-0.1795651,1.283292,-10.63026,2.110517,-0.0851348,-0.2268929,-23.27892,5.244734,16.64693
78,-12.93604,5.924446,289.3952,W,-0.8619126,0.272939,-11.17853,1.724279,0.01971823,-0.1314993,-19.68189,6.92925,10.53133
79,-31.60626,4.783865,298.5041,NW,-0.6536171,-1.929727,-11.28627,0.7644811,0.03583922,-0.05395867,-15.32537,8.32242,7.031958
80,-31.72336,4.870402,309.7264,NW,-0.6584055,-1.917756,-11.07079,0.555841,-0.05182698,-0.05555745,-10.99987,9.140832,5.327043
81,-31.51538,3.426244,322.4152,NW,-0.3854665,-1.934515,-11.39879,0.3336112,-0.1624089,0.00413017,-7.539465,9.795561,3.963111
82,-39.66986,4.679058,337.2859,N,-0.6536171,-2.394202,-11.58554,0.04716388,-0.09779178,-0.05888824,-4.300582,10.27379,2.871966
83,-41.49377,4.79765,350.8863,N,-0.6871359,-2.504335,-11.72201,-0.2737903,-0.07314398,-0.03037673,-1.709476,10.65637,1.99905
84,-33.33558,5.665685,1.186661,N,-0.866701,-2.06859,-11.7675,-0.6304505,-0.01758653,-0.01585452,0.2289635,11.05355,1.300717
85,-24.6723,6.021151,8.895172,N,-0.9409212,-1.539472,-11.84412,-0.9463419,0.005728946,0.01239051,1.779715,11.37129,0.7420501
86,-16.90461,4.314859,12.80717,N,-0.5722142,-0.8523358,-11.67652,-1.494322,0.1228393,0.05382545,2.684202,11.80772,-0.5009442
87,-13.06544,6.130681,15.65916,N,-0.9361328,0.225055,-11.59751,-2.075344,0.02451456,0.1741333,3.407791,12.15686,-1.49534
88,-2.011841,5.609496,11.02414,N,-0.8212111,1.508347,-11.37725,-2.559107,0.03930323,0.2560706,2.440535,12.52729,-2.688885
89,28.96009,4.166627,357.0925,N,-0.4932055,3.047819,-10.21127,-2.946144,0.1473538,0.2664626,-0.652461,12.84641,-4.738307
90,62.75791,4.559073,335.4498,NW,-0.4860229,5.446809,-7.345411,-3.279488,-0.03690507,0.4342008,-5.849386,12.80558,-2.895078
91,70.34093,2.662401,321.9231,NW,-0.1723825,6.861782,-5.216966,-3.180231,0.1855912,0.5193357,-10.00693,12.77292,-1.420495
92,74.25516,0.6794386,306.7717,NW,0.1173159,7.642292,-2.456451,-3.040871,0.1971823,0.688939,-15.34965,11.47117,4.933565
93,75.7986,-4.014821,297.99,NW,0.806846,8.267179,-1.031901,-2.820507,0.2423477,0.6363127,-19.62382,10.42977,10.01681
94,77.41605,-10.59468,288.8899,W,1.740585,8.066066,0.85473,-2.820107,0.2271594,0.4429941,-24.05151,8.229925,20.05387
95,79.91329,-14.89741,279.3891,W,2.420538,7.551312,3.239355,-2.303436,0.3867705,0.05542422,-27.69449,4.579401,35.34756
96,83.06372,-3.791364,273.1024,W,0.8403648,7.082048,5.626374,-1.541886,0.3430706,0.05768915,-30.60888,1.658982,47.58252
97,85.34163,-8.528355,267.5727,W,1.798046,6.95755,7.390901,-1.350832,-0.02704595,-0.08779943,-32.63788,-1.383497,61.25128
98,86.95526,-5.910949,263.6421,W,1.414973,6.818686,8.444349,-0.7558212,0.103654,-0.01678714,-34.26109,-3.817481,72.18629
99,90.78412,-2.465789,259.5546,W,0.7350199,5.899313,8.755595,0.2231624,0.124438,0.160144,-35.22353,-6.493591,83.12346
100,90.39214,-6.452094,256.1743,W,1.355118,5.667076,7.848193,0.9482071,-0.142291,0.03597245,-35.45571,-8.725595,91.8732
101,80.57875,-7.226187,254.6376,W,1.472434,8.319851,4.738125,1.704295,-0.1859909,-0.1061853,-36.6834,-10.0784,96.58432
102,79.05763,-11.04575,254.7521,W,2.104503,8.856153,3.280056,1.894816,-0.1485529,-0.2175667,-37.93445,-10.3406,95.37784
103,78.01945,-7.265369,254.8385,W,1.376666,8.726865,1.802834,2.09333,0.009326192,-0.2683278,-38.93529,-10.55037,94.41265
104,77.14018,-8.55525,256.3819,W,1.479617,8.310274,0.5746084,2.353797,0.1350965,-0.3758455,-39.63513,-9.602016,89.16266
105,75.71662,-6.332838,257.592,W,1.122881,8.073248,-1.077391,2.602807,0.2248944,-0.4306036,-40.195,-8.843334,84.96267
106,74.31906,0.2843387,258.544,W,0.1723825,7.64708,-2.394202,2.738303,0.1067183,-0.5089436,-40.6429,-8.236388,81.60268
107,72.65809,0.8550068,261.259,W,0.09816227,7.520187,-3.96001,2.818508,-0.05622361,-0.3165576,-39.89204,-6.133533,72.24767
108,70.43334,-0.7445412,263.5366,W,0.3495534,7.024588,-5.386954,2.711923,-0.2693937,-0.2267597,-39.29134,-4.45125,64.76367
109,66.49513,-0.2070514,266.5983,W,0.2801216,6.215348,-6.92882,2.44213,-0.2996372,-0.3619895,-37.29828,-2.217047,52.90552
110,60.51331,2.346261,269.3105,W,-0.1412579,5.315128,-8.180987,2.238419,-0.2186326,-0.2398163,-35.70382,-0.429685,43.419
111,42.91997,3.785785,273.8802,W,-0.3902549,3.696647,-9.129091,2.230026,0.05795562,-0.0975253,-32.88213,2.230263,32.84456
112,-7.986786,4.05644,279.1237,W,-0.4501099,0.9720459,-10.10114,2.49329,-0.05995408,-0.07047935,-28.27198,4.540452,24.18598
113,-13.50858,1.280487,284.5673,W,0.04788403,-0.1867477,-11.61188,2.387771,-0.1971823,-0.1225728,-24.58385,6.388602,17.25913
114,-17.38557,3.219078,291.6747,W,-0.3543419,-0.9169792,-11.88721,2.056425,-0.1561471,-0.07820677,-19.85195,7.889903,12.21518
115,-25.76709,0.4776243,301.3195,NW,0.2298434,-1.66397,-12.56238,1.121674,0.1019219,-0.08486835,-14.11695,8.589808,9.573129
116,-55.77331,0.422624,313.8369,NW,0.248997,-3.392584,-12.58871,0.5585056,0.3741135,-0.09805823,-9.528962,9.149732,7.459488
117,-60.141,2.63519,329.4856,NW,-0.2466028,-3.591303,-12.10987,0.3152253,0.2713922,-0.1793293,-5.522453,9.369883,6.564635
118,-63.07592,3.046247,346.3557,N,-0.344765,-3.816358,-12.33493,-0.158412,-0.07940585,0.03464014,-2.317246,9.546003,5.848752
119,-53.0407,0.5767658,2.286751,N,0.2106898,-3.213019,-12.43309,-0.8684016,-0.2992375,-0.03290813,0.3813648,9.550227,4.679002
120,-34.75513,1.120678,14.89012,N,0.09097966,-2.255338,-12.967,-1.685776,-0.2512742,0.03837061,2.540254,9.553606,3.743201
121,-22.81818,1.629231,17.33244,N,-0.02394202,-1.422156,-12.10987,-2.627854,0.0957933,-0.0459648,3.124575,10.01189,2.397515
122,-13.10489,3.526356,19.09089,N,-0.3830723,0.2082956,-10.91517,-2.969059,0.1095161,-0.009592653,3.592033,10.37851,1.320966
123,49.10164,6.674863,7.790489,N,-0.8619126,4.067749,-8.63828,-3.242317,-0.009992348,-0.0655498,1.47875,10.80848,-1.132394
124,63.01301,4.719457,346.7086,N,-0.5123591,5.492299,-7.326257,-3.278156,-0.1902543,0.1718684,-2.699124,11.42581,-1.502961
